timestamp,device_id,src_ip,dst_ip,src_port,dst_port,protocol,bytes,packets,label
2025-01-01T12:01:00,camera-2,10.0.3.64,192.168.3.208,12345,8883,UDP,2165,2,normal
2025-01-01T12:01:04,camera-2,10.0.0.174,192.168.0.17,5683,53,TCP,2648,4,normal
2025-01-01T12:01:08,bulb-3,10.0.3.37,192.168.3.48,443,8883,TCP,2543,4,normal
2025-01-01T12:01:11,plug-4,10.0.0.168,192.168.0.250,12345,1024,UDP,2411,2,normal
2025-01-01T12:01:12,camera-2,10.0.3.233,192.168.0.44,5683,1883,UDP,2187,3,normal
2025-01-01T12:01:16,thermostat-1,10.0.3.41,192.168.1.77,5683,53,CoAP,2233,3,normal
2025-01-01T12:01:18,thermostat-1,10.0.3.130,192.168.1.16,80,1024,TCP,2997,3,normal
2025-01-01T12:01:23,thermostat-1,10.0.1.150,192.168.0.160,5683,1024,UDP,2436,2,normal
2025-01-01T12:01:24,plug-4,10.0.2.63,192.168.2.103,443,53,MQTT,2362,2,normal
2025-01-01T12:01:26,bulb-3,10.0.0.20,192.168.1.131,5683,8883,CoAP,2030,4,normal
2025-01-01T12:01:29,camera-2,10.0.2.42,192.168.3.215,443,5683,MQTT,2910,3,normal
2025-01-01T12:01:34,bulb-3,10.0.2.31,192.168.0.192,80,1883,TCP,2048,2,normal
2025-01-01T12:01:39,camera-2,10.0.2.54,192.168.2.131,443,53,MQTT,1857,3,normal
2025-01-01T12:01:43,bulb-3,10.0.1.165,192.168.2.43,80,5683,TCP,2651,4,normal
2025-01-01T12:01:47,sensor-5,10.0.1.141,192.168.0.215,80,1024,CoAP,2530,3,normal
2025-01-01T12:01:50,sensor-5,10.0.1.176,192.168.1.172,80,5683,UDP,2194,3,normal
2025-01-01T12:01:51,bulb-3,10.0.1.223,192.168.1.251,514,1883,CoAP,2349,2,normal
2025-01-01T12:01:53,plug-4,10.0.1.70,192.168.1.203,5683,53,TCP,2690,3,normal
2025-01-01T12:01:54,plug-4,10.0.3.91,192.168.2.212,443,1883,TCP,3121,3,normal
2025-01-01T12:01:56,camera-2,10.0.2.166,192.168.3.175,80,5683,TCP,2083,3,normal
2025-01-01T12:02:01,bulb-3,10.0.2.11,192.168.0.154,1883,1883,TCP,1959,4,normal
2025-01-01T12:02:05,bulb-3,10.0.2.13,192.168.3.2,12345,1883,MQTT,1238,2,normal
2025-01-01T12:02:10,sensor-5,10.0.2.161,192.168.2.171,80,53,UDP,2748,4,normal
2025-01-01T12:02:11,bulb-3,10.0.1.109,192.168.3.175,12345,1883,MQTT,2122,2,normal
2025-01-01T12:02:13,sensor-5,10.0.2.55,192.168.3.203,80,5683,MQTT,1991,3,normal
2025-01-01T12:02:18,sensor-5,10.0.1.170,192.168.0.74,5683,53,MQTT,1878,3,normal
2025-01-01T12:02:23,sensor-5,10.0.2.59,192.168.1.39,443,53,MQTT,2394,5,normal
2025-01-01T12:02:24,thermostat-1,10.0.1.185,192.168.3.128,5683,8080,UDP,2847,3,normal
2025-01-01T12:02:28,camera-2,10.0.3.58,192.168.1.207,80,1024,UDP,2244,3,normal
2025-01-01T12:02:33,plug-4,10.0.2.245,192.168.3.158,443,8080,TCP,1464,3,normal
2025-01-01T12:02:38,plug-4,10.0.3.68,192.168.1.217,514,8080,CoAP,1984,2,normal
2025-01-01T12:02:41,sensor-5,10.0.2.87,192.168.2.230,1883,1883,CoAP,2075,4,normal
2025-01-01T12:02:46,thermostat-1,10.0.1.182,192.168.1.18,5683,53,UDP,2070,4,normal
2025-01-01T12:02:50,plug-4,10.0.0.221,192.168.3.124,5683,8080,MQTT,1900,3,normal
2025-01-01T12:02:51,bulb-3,10.0.1.126,192.168.1.71,5683,8883,MQTT,2190,2,normal
2025-01-01T12:02:55,plug-4,10.0.3.237,192.168.1.253,514,1883,TCP,1844,2,normal
2025-01-01T12:03:00,sensor-5,10.0.0.23,192.168.3.36,12345,8883,TCP,2682,3,normal
2025-01-01T12:03:04,camera-2,10.0.2.194,192.168.3.66,1883,8080,TCP,2277,3,normal
2025-01-01T12:03:05,plug-4,10.0.1.168,192.168.0.201,80,5683,TCP,2655,3,normal
2025-01-01T12:03:06,thermostat-1,10.0.0.146,192.168.1.121,443,8080,UDP,2325,4,normal
2025-01-01T12:03:09,bulb-3,10.0.0.201,192.168.1.248,514,53,UDP,2377,3,normal
2025-01-01T12:03:12,thermostat-1,10.0.1.21,192.168.1.28,5683,8080,TCP,2772,3,normal
2025-01-01T12:03:15,sensor-5,10.0.2.138,192.168.3.171,12345,1024,TCP,2073,2,normal
2025-01-01T12:03:18,thermostat-1,10.0.3.183,192.168.1.113,5683,5683,MQTT,2716,4,normal
2025-01-01T12:03:20,sensor-5,10.0.3.113,192.168.2.84,12345,8080,MQTT,2333,3,normal
2025-01-01T12:03:22,thermostat-1,10.0.3.88,192.168.0.128,12345,53,MQTT,2520,3,normal
2025-01-01T12:03:25,camera-2,10.0.2.227,192.168.2.144,1883,5683,CoAP,2097,4,normal
2025-01-01T12:03:26,sensor-5,10.0.3.167,192.168.3.116,443,53,UDP,2848,4,normal
2025-01-01T12:03:27,thermostat-1,10.0.2.171,192.168.2.123,514,1883,MQTT,2627,5,normal
2025-01-01T12:03:32,sensor-5,10.0.2.80,192.168.2.61,514,8080,MQTT,1709,3,normal
2025-01-01T12:03:33,camera-2,10.0.1.51,192.168.1.191,12345,53,MQTT,2598,5,normal
2025-01-01T12:03:37,bulb-3,10.0.2.5,192.168.1.72,1883,1883,MQTT,3050,5,normal
2025-01-01T12:03:38,thermostat-1,10.0.3.28,192.168.0.148,443,53,MQTT,2207,2,normal
2025-01-01T12:03:41,plug-4,10.0.0.104,192.168.3.20,5683,1024,CoAP,2062,4,normal
2025-01-01T12:03:46,thermostat-1,10.0.0.65,192.168.0.144,12345,5683,UDP,2393,5,normal
2025-01-01T12:03:50,sensor-5,10.0.3.80,192.168.0.158,1883,8883,UDP,2362,2,normal
2025-01-01T12:03:51,camera-2,10.0.1.46,192.168.0.42,80,1883,UDP,1913,3,normal
2025-01-01T12:03:52,plug-4,10.0.2.181,192.168.3.20,1883,53,CoAP,2132,5,normal
2025-01-01T12:03:54,bulb-3,10.0.1.234,192.168.2.213,12345,1883,UDP,1881,3,normal
2025-01-01T12:03:56,thermostat-1,10.0.3.33,192.168.3.178,12345,5683,TCP,2472,3,normal
2025-01-01T12:03:59,plug-4,10.0.0.155,192.168.0.229,5683,8080,MQTT,2596,3,normal
2025-01-01T12:04:03,bulb-3,10.0.0.197,192.168.2.149,12345,8883,MQTT,2584,3,normal
2025-01-01T12:04:04,camera-2,10.0.1.151,192.168.3.164,5683,5683,CoAP,2346,3,normal
2025-01-01T12:04:08,thermostat-1,10.0.3.179,192.168.3.75,443,5683,CoAP,2092,2,normal
2025-01-01T12:04:12,sensor-5,10.0.2.31,192.168.3.223,1883,5683,TCP,2594,4,normal
2025-01-01T12:04:17,thermostat-1,10.0.3.196,192.168.0.54,5683,53,CoAP,2079,3,normal
2025-01-01T12:04:20,sensor-5,10.0.3.33,192.168.0.251,5683,53,UDP,2433,2,normal
2025-01-01T12:04:25,camera-2,10.0.3.244,192.168.0.167,443,1024,UDP,2275,3,normal
2025-01-01T12:04:27,plug-4,10.0.3.252,192.168.3.64,1883,8080,MQTT,2361,3,normal
2025-01-01T12:04:31,sensor-5,10.0.2.199,192.168.3.89,443,1024,UDP,1627,2,normal
2025-01-01T12:04:36,bulb-3,10.0.3.223,192.168.1.116,1883,8883,TCP,2903,5,normal
2025-01-01T12:04:41,plug-4,10.0.1.148,192.168.3.61,1883,1883,MQTT,1963,3,normal
2025-01-01T12:04:45,thermostat-1,10.0.3.171,192.168.1.128,514,8080,MQTT,2889,3,normal
2025-01-01T12:04:46,camera-2,10.0.0.186,192.168.1.106,12345,8080,MQTT,2856,4,normal
2025-01-01T12:04:48,thermostat-1,10.0.3.168,192.168.0.220,1883,5683,CoAP,1705,2,normal
2025-01-01T12:04:51,sensor-5,10.0.0.160,192.168.0.62,5683,8883,CoAP,2838,3,normal
2025-01-01T12:04:54,camera-2,10.0.0.115,192.168.1.179,80,53,TCP,2140,3,normal
2025-01-01T12:04:57,thermostat-1,10.0.1.137,192.168.3.146,5683,1883,TCP,2238,3,normal
2025-01-01T12:04:59,camera-2,10.0.1.129,192.168.1.61,5683,8883,UDP,2421,5,normal
2025-01-01T12:05:03,bulb-3,10.0.1.20,192.168.3.243,1883,53,CoAP,2298,2,normal
2025-01-01T12:05:06,sensor-5,10.0.2.118,192.168.2.52,5683,53,MQTT,2354,3,normal
2025-01-01T12:05:10,plug-4,10.0.0.252,192.168.3.72,514,5683,TCP,2341,3,normal
2025-01-01T12:05:11,sensor-5,10.0.2.200,192.168.1.157,514,8080,TCP,2819,3,normal
2025-01-01T12:05:14,camera-2,10.0.1.162,192.168.0.233,514,53,UDP,1863,2,normal
2025-01-01T12:05:15,bulb-3,10.0.1.25,192.168.2.85,1883,53,CoAP,1885,4,normal
2025-01-01T12:05:19,camera-2,10.0.2.214,192.168.1.67,12345,8883,UDP,2635,2,normal
2025-01-01T12:05:23,bulb-3,10.0.1.195,192.168.1.222,5683,1024,MQTT,2667,3,normal
2025-01-01T12:05:27,sensor-5,10.0.2.174,192.168.2.151,80,8080,MQTT,2637,4,normal
2025-01-01T12:05:31,bulb-3,10.0.2.236,192.168.1.167,5683,1024,TCP,2515,3,normal
2025-01-01T12:05:32,plug-4,10.0.3.31,192.168.0.62,80,5683,MQTT,2182,5,normal
2025-01-01T12:05:37,camera-2,10.0.3.152,192.168.1.228,514,53,CoAP,2139,3,normal
2025-01-01T12:05:41,thermostat-1,10.0.1.115,192.168.3.245,514,5683,CoAP,1592,2,normal
2025-01-01T12:05:43,bulb-3,10.0.2.17,192.168.3.72,1883,8883,TCP,1671,1,normal
2025-01-01T12:05:45,thermostat-1,10.0.2.64,192.168.1.203,80,1024,CoAP,2531,3,normal
2025-01-01T12:05:50,camera-2,10.0.1.210,192.168.1.86,12345,1883,TCP,2450,3,normal
2025-01-01T12:05:52,sensor-5,10.0.1.30,192.168.0.35,12345,5683,TCP,2103,2,normal
2025-01-01T12:05:53,bulb-3,10.0.2.15,192.168.1.191,80,1883,UDP,3433,4,normal
2025-01-01T12:05:57,sensor-5,10.0.0.117,192.168.1.244,12345,8883,TCP,2287,2,normal
2025-01-01T12:06:02,thermostat-1,10.0.3.218,192.168.3.111,80,1024,MQTT,1845,2,normal
2025-01-01T12:06:03,plug-4,10.0.2.161,192.168.2.99,80,1883,CoAP,2446,3,normal
2025-01-01T12:06:08,sensor-5,10.0.0.205,192.168.0.220,12345,8080,MQTT,2373,3,normal
2025-01-01T12:06:13,camera-2,10.0.3.188,192.168.0.82,5683,8080,CoAP,2025,3,normal
2025-01-01T12:06:17,bulb-3,10.0.3.19,192.168.0.214,443,53,MQTT,2386,4,normal
2025-01-01T12:06:18,thermostat-1,10.0.2.173,192.168.0.107,12345,1024,CoAP,2838,3,normal
2025-01-01T12:06:21,plug-4,10.0.2.28,192.168.1.41,12345,5683,TCP,2673,3,normal
2025-01-01T12:06:25,camera-2,10.0.1.208,192.168.3.218,1883,8883,TCP,1999,4,normal
2025-01-01T12:06:30,sensor-5,10.0.2.9,192.168.1.71,514,53,TCP,2712,3,normal
2025-01-01T12:06:33,bulb-3,10.0.1.191,192.168.0.25,5683,1024,MQTT,3107,4,normal
2025-01-01T12:06:38,camera-2,10.0.2.81,192.168.2.200,1883,1883,CoAP,2330,3,normal
2025-01-01T12:06:43,sensor-5,10.0.0.71,192.168.3.171,80,53,TCP,2472,3,normal
2025-01-01T12:06:47,plug-4,10.0.0.90,192.168.3.30,443,8883,CoAP,2144,3,normal
2025-01-01T12:06:50,sensor-5,10.0.0.54,192.168.2.244,12345,1024,CoAP,1961,3,normal
2025-01-01T12:06:52,camera-2,10.0.3.193,192.168.3.46,80,1024,MQTT,2242,4,normal
2025-01-01T12:06:54,plug-4,10.0.0.113,192.168.0.119,80,8080,UDP,1542,1,normal
2025-01-01T12:06:55,bulb-3,10.0.3.76,192.168.0.105,514,53,CoAP,2298,3,normal
2025-01-01T12:06:56,bulb-3,10.0.3.218,192.168.0.64,1883,1024,UDP,2475,3,normal
2025-01-01T12:07:00,sensor-5,10.0.2.58,192.168.2.201,5683,5683,CoAP,1773,2,normal
2025-01-01T12:07:02,thermostat-1,10.0.1.62,192.168.0.39,1883,53,TCP,2042,2,normal
2025-01-01T12:07:05,camera-2,10.0.1.245,192.168.3.120,514,1024,UDP,2249,3,normal
2025-01-01T12:07:10,sensor-5,10.0.2.40,192.168.3.19,12345,5683,CoAP,1953,2,normal
2025-01-01T12:07:14,plug-4,10.0.2.131,192.168.0.81,12345,1024,MQTT,1549,1,normal
2025-01-01T12:07:18,plug-4,10.0.3.120,192.168.0.117,80,8883,TCP,3007,6,normal
2025-01-01T12:07:23,camera-2,10.0.0.117,192.168.0.209,12345,1883,MQTT,2564,3,normal
2025-01-01T12:07:26,thermostat-1,10.0.1.95,192.168.2.236,12345,8883,UDP,2908,3,normal
2025-01-01T12:07:29,plug-4,10.0.0.204,192.168.2.18,514,8883,CoAP,2452,3,normal
2025-01-01T12:07:32,thermostat-1,10.0.2.22,192.168.1.236,12345,1883,CoAP,2163,2,normal
2025-01-01T12:07:35,bulb-3,10.0.2.145,192.168.3.166,514,1024,CoAP,2926,6,normal
2025-01-01T12:07:38,camera-2,10.0.1.245,192.168.1.89,1883,5683,TCP,2044,3,normal
2025-01-01T12:07:42,camera-2,10.0.2.218,192.168.0.131,443,1024,UDP,1966,2,normal
2025-01-01T12:07:47,sensor-5,10.0.1.43,192.168.1.214,12345,8080,TCP,1870,2,normal
2025-01-01T12:07:52,camera-2,10.0.1.250,192.168.3.158,1883,53,CoAP,1604,3,normal
2025-01-01T12:07:55,plug-4,10.0.2.175,192.168.3.120,5683,1883,UDP,1963,2,normal
2025-01-01T12:07:58,plug-4,10.0.1.225,192.168.2.15,443,8883,CoAP,2226,2,normal
2025-01-01T12:08:02,bulb-3,10.0.2.117,192.168.1.214,80,1883,TCP,2184,4,normal
2025-01-01T12:08:06,thermostat-1,10.0.3.15,192.168.3.130,1883,1024,UDP,1832,2,normal
2025-01-01T12:08:09,camera-2,10.0.2.204,192.168.1.37,80,53,CoAP,2687,6,normal
2025-01-01T12:08:10,bulb-3,10.0.3.116,192.168.0.233,443,53,CoAP,2286,3,normal
2025-01-01T12:08:11,thermostat-1,10.0.3.30,192.168.2.62,12345,8883,MQTT,2348,2,normal
2025-01-01T12:08:14,thermostat-1,10.0.3.18,192.168.0.216,514,8883,TCP,2522,4,normal
2025-01-01T12:08:18,sensor-5,10.0.0.159,192.168.2.63,1883,8080,TCP,1946,2,normal
2025-01-01T12:08:23,plug-4,10.0.2.19,192.168.0.101,80,8883,UDP,1914,2,normal
2025-01-01T12:08:27,thermostat-1,10.0.1.189,192.168.0.199,80,5683,CoAP,2603,6,normal
2025-01-01T12:08:32,bulb-3,10.0.1.214,192.168.3.253,12345,5683,UDP,2263,5,normal
2025-01-01T12:08:36,camera-2,10.0.0.204,192.168.1.228,1883,1883,UDP,2938,4,normal
2025-01-01T12:08:37,bulb-3,10.0.2.11,192.168.1.75,12345,8080,MQTT,2567,3,normal
2025-01-01T12:08:40,thermostat-1,10.0.3.231,192.168.3.88,5683,53,MQTT,2195,3,normal
2025-01-01T12:08:42,plug-4,10.0.0.188,192.168.3.22,12345,5683,CoAP,3009,5,normal
2025-01-01T12:08:46,sensor-5,10.0.2.116,192.168.3.44,514,5683,UDP,1962,4,normal
2025-01-01T12:08:50,bulb-3,10.0.3.72,192.168.0.21,1883,8883,CoAP,2200,5,normal
2025-01-01T12:08:54,bulb-3,10.0.1.19,192.168.1.201,5683,1024,UDP,2512,3,normal
2025-01-01T12:08:57,bulb-3,10.0.1.175,192.168.3.244,80,8883,CoAP,2235,2,normal
2025-01-01T12:09:00,bulb-3,10.0.2.65,192.168.0.8,5683,5683,CoAP,2342,3,normal
2025-01-01T12:09:02,plug-4,10.0.2.182,192.168.3.56,80,5683,CoAP,1779,2,normal
2025-01-01T12:09:07,bulb-3,10.0.3.24,192.168.2.172,443,53,CoAP,2366,5,normal
2025-01-01T12:09:10,thermostat-1,10.0.1.205,192.168.2.132,443,53,MQTT,2505,2,normal
2025-01-01T12:09:12,thermostat-1,10.0.2.121,192.168.1.158,1883,8883,UDP,2376,3,normal
2025-01-01T12:09:13,thermostat-1,10.0.3.136,192.168.3.198,514,53,MQTT,2016,3,normal
2025-01-01T12:09:17,sensor-5,10.0.2.34,192.168.1.198,5683,53,TCP,2546,5,normal
2025-01-01T12:09:19,plug-4,10.0.2.44,192.168.1.84,12345,1883,TCP,2547,3,normal
2025-01-01T12:09:21,bulb-3,10.0.1.162,192.168.2.159,12345,5683,MQTT,2472,3,normal
2025-01-01T12:09:26,thermostat-1,10.0.1.170,192.168.2.217,12345,1883,UDP,2049,2,normal
2025-01-01T12:09:31,thermostat-1,10.0.1.198,192.168.3.160,1883,53,TCP,3150,4,normal
2025-01-01T12:09:32,plug-4,10.0.1.208,192.168.3.78,1883,8080,MQTT,2775,3,normal
2025-01-01T12:09:36,thermostat-1,10.0.1.82,192.168.2.189,1883,8883,TCP,2526,3,normal
2025-01-01T12:09:39,plug-4,10.0.0.83,192.168.1.121,12345,8883,UDP,2647,3,normal
2025-01-01T12:09:40,bulb-3,10.0.3.65,192.168.1.210,5683,8883,CoAP,2302,4,normal
2025-01-01T12:09:43,sensor-5,10.0.3.129,192.168.2.129,443,8080,MQTT,2480,5,normal
2025-01-01T12:09:44,thermostat-1,10.0.0.74,192.168.3.154,1883,1024,CoAP,1257,2,normal
2025-01-01T12:09:48,bulb-3,10.0.2.188,192.168.2.197,5683,1883,TCP,2264,2,normal
2025-01-01T12:09:52,bulb-3,10.0.0.100,192.168.3.197,12345,5683,TCP,1878,3,normal
2025-01-01T12:09:57,bulb-3,10.0.2.205,192.168.2.144,80,8080,TCP,2604,5,normal
2025-01-01T12:10:00,camera-2,10.0.2.207,192.168.3.134,80,1883,UDP,1975,4,normal
2025-01-01T12:10:04,camera-2,10.0.1.102,192.168.2.153,12345,5683,UDP,2056,3,normal
2025-01-01T12:10:07,sensor-5,10.0.0.252,192.168.3.151,1883,5683,CoAP,2213,2,normal
2025-01-01T12:10:10,thermostat-1,10.0.1.186,192.168.0.151,514,8883,CoAP,1973,3,normal
2025-01-01T12:10:14,camera-2,10.0.1.6,192.168.3.82,514,1024,CoAP,2662,6,normal
2025-01-01T12:10:18,camera-2,10.0.3.225,192.168.0.182,5683,8883,CoAP,2783,3,normal
2025-01-01T12:10:20,sensor-5,10.0.1.119,192.168.2.141,5683,5683,UDP,985,1,normal
2025-01-01T12:10:23,bulb-3,10.0.2.59,192.168.2.199,443,5683,CoAP,1770,3,normal
2025-01-01T12:10:26,camera-2,10.0.2.33,192.168.3.231,514,5683,CoAP,2148,2,normal
2025-01-01T12:10:30,bulb-3,10.0.0.90,192.168.3.169,1883,53,UDP,2638,4,normal
2025-01-01T12:10:33,plug-4,10.0.1.29,192.168.1.64,514,5683,UDP,2447,2,normal
2025-01-01T12:10:34,sensor-5,10.0.3.86,192.168.3.27,80,1024,UDP,2775,3,normal
2025-01-01T12:10:36,thermostat-1,10.0.1.195,192.168.2.84,5683,53,UDP,1520,1,normal
2025-01-01T12:10:39,thermostat-1,10.0.0.235,192.168.1.108,443,8883,TCP,2816,3,normal
2025-01-01T12:10:41,thermostat-1,10.0.0.78,192.168.0.239,1883,1024,CoAP,2360,3,normal
2025-01-01T12:10:44,bulb-3,10.0.3.229,192.168.1.219,12345,8883,CoAP,2050,2,normal
2025-01-01T12:10:49,plug-4,10.0.2.185,192.168.1.5,5683,53,MQTT,2368,4,normal
2025-01-01T12:10:52,bulb-3,10.0.3.133,192.168.2.24,514,8080,UDP,2483,5,normal
2025-01-01T12:10:56,thermostat-1,10.0.3.62,192.168.3.194,80,5683,UDP,2752,3,normal
2025-01-01T12:10:59,bulb-3,10.0.2.169,192.168.2.179,12345,1024,MQTT,2247,3,normal
2025-01-01T12:11:01,thermostat-1,10.0.0.165,192.168.2.96,514,5683,TCP,2069,2,normal
2025-01-01T12:11:06,camera-2,10.0.3.193,192.168.2.108,5683,1883,UDP,2350,2,normal
2025-01-01T12:11:11,plug-4,10.0.3.137,192.168.2.21,80,8883,UDP,2344,3,normal
2025-01-01T12:11:16,thermostat-1,10.0.1.44,192.168.2.220,12345,1883,TCP,1697,2,normal
2025-01-01T12:11:21,plug-4,10.0.0.118,192.168.1.133,12345,8080,TCP,2030,3,normal
2025-01-01T12:11:25,plug-4,10.0.0.103,192.168.2.211,514,5683,TCP,1724,2,normal
2025-01-01T12:11:26,camera-2,10.0.3.10,192.168.2.106,80,1024,TCP,2652,6,normal
2025-01-01T12:11:28,camera-2,10.0.3.98,192.168.0.176,5683,8080,CoAP,2403,4,normal
2025-01-01T12:11:33,camera-2,10.0.1.215,192.168.0.195,443,53,MQTT,3223,5,normal
2025-01-01T12:11:34,bulb-3,10.0.3.212,192.168.1.65,12345,8080,CoAP,3152,4,normal
2025-01-01T12:11:38,bulb-3,10.0.3.159,192.168.0.63,80,1024,UDP,2148,2,normal
2025-01-01T12:11:40,thermostat-1,10.0.0.64,192.168.0.104,5683,8883,TCP,3229,4,normal
2025-01-01T12:11:44,camera-2,10.0.2.149,192.168.2.62,1883,1883,UDP,2319,4,normal
2025-01-01T12:11:47,camera-2,10.0.1.162,192.168.3.144,1883,1024,UDP,1608,2,normal
2025-01-01T12:11:51,thermostat-1,10.0.3.106,192.168.1.78,1883,53,MQTT,2856,3,normal
2025-01-01T12:11:55,camera-2,10.0.1.208,192.168.3.236,443,5683,CoAP,2085,4,normal
2025-01-01T12:11:56,sensor-5,10.0.1.86,192.168.0.238,443,5683,CoAP,2800,5,normal
2025-01-01T12:12:00,bulb-3,10.0.2.98,192.168.0.225,443,1024,TCP,2197,3,normal
2025-01-01T12:12:01,camera-2,10.0.1.248,192.168.0.193,80,1883,UDP,1499,2,normal
2025-01-01T12:12:05,camera-2,10.0.2.200,192.168.2.99,443,8883,UDP,2404,4,normal
2025-01-01T12:12:09,sensor-5,10.0.3.196,192.168.2.236,5683,1024,MQTT,2164,2,normal
2025-01-01T12:12:11,bulb-3,10.0.1.6,192.168.2.143,12345,1883,MQTT,2652,4,normal
2025-01-01T12:12:16,sensor-5,10.0.3.142,192.168.2.67,12345,1883,CoAP,2225,4,normal
2025-01-01T12:12:20,plug-4,10.0.1.186,192.168.3.49,1883,1883,CoAP,2553,5,normal
2025-01-01T12:12:25,thermostat-1,10.0.3.37,192.168.1.19,80,1024,TCP,2383,2,normal
2025-01-01T12:12:27,thermostat-1,10.0.3.170,192.168.3.6,1883,1024,UDP,2166,3,normal
2025-01-01T12:12:28,sensor-5,10.0.3.208,192.168.1.29,1883,1024,CoAP,2789,5,normal
2025-01-01T12:12:29,sensor-5,10.0.2.210,192.168.2.70,12345,8883,UDP,2336,4,normal
2025-01-01T12:12:33,thermostat-1,10.0.2.177,192.168.0.169,514,1883,MQTT,2728,5,normal
2025-01-01T12:12:34,thermostat-1,10.0.0.165,192.168.0.181,12345,8080,CoAP,2187,3,normal
2025-01-01T12:12:36,thermostat-1,10.0.0.60,192.168.1.232,80,8883,CoAP,2624,4,normal
2025-01-01T12:12:41,plug-4,10.0.2.232,192.168.0.47,80,53,MQTT,1824,4,normal
2025-01-01T12:12:44,thermostat-1,10.0.2.43,192.168.1.147,5683,1024,UDP,1729,2,normal
2025-01-01T12:12:48,sensor-5,10.0.0.130,192.168.2.15,514,1883,MQTT,1952,3,normal
2025-01-01T12:12:49,plug-4,10.0.2.9,192.168.2.202,12345,8080,UDP,2493,3,normal
2025-01-01T12:12:53,plug-4,10.0.1.176,192.168.3.23,5683,8080,UDP,1990,3,normal
2025-01-01T12:12:58,bulb-3,10.0.1.191,192.168.3.83,514,53,UDP,2261,4,normal
2025-01-01T12:13:01,thermostat-1,10.0.2.196,192.168.2.28,1883,8080,TCP,2138,5,normal
2025-01-01T12:13:03,thermostat-1,10.0.0.92,192.168.0.154,80,1024,UDP,1836,2,normal
2025-01-01T12:13:08,bulb-3,10.0.0.187,192.168.1.148,5683,8080,CoAP,2514,6,normal
2025-01-01T12:13:13,camera-2,10.0.1.113,192.168.2.109,443,1024,CoAP,2453,4,normal
2025-01-01T12:13:16,plug-4,10.0.3.154,192.168.1.119,443,53,TCP,2576,4,normal
2025-01-01T12:13:17,camera-2,10.0.3.87,192.168.3.210,5683,5683,MQTT,2701,3,normal
2025-01-01T12:13:22,camera-2,10.0.3.82,192.168.1.248,514,1883,MQTT,2317,4,normal
2025-01-01T12:13:26,bulb-3,10.0.3.73,192.168.3.95,443,5683,MQTT,2246,2,normal
2025-01-01T12:13:27,sensor-5,10.0.0.245,192.168.3.243,12345,1883,UDP,1736,2,normal
2025-01-01T12:13:29,plug-4,10.0.3.37,192.168.2.63,5683,53,MQTT,2374,2,normal
2025-01-01T12:13:32,camera-2,10.0.3.151,192.168.3.138,80,8080,CoAP,2167,2,normal
2025-01-01T12:13:37,plug-4,10.0.0.29,192.168.1.170,12345,8883,TCP,2395,2,normal
2025-01-01T12:13:40,camera-2,10.0.3.249,192.168.2.249,514,53,TCP,1934,2,normal
2025-01-01T12:13:44,thermostat-1,10.0.1.116,192.168.2.102,12345,8883,TCP,2530,3,normal
2025-01-01T12:13:48,sensor-5,10.0.0.77,192.168.3.237,80,8080,UDP,2464,4,normal
2025-01-01T12:13:49,thermostat-1,10.0.2.123,192.168.0.114,12345,8080,UDP,2087,2,normal
2025-01-01T12:13:53,bulb-3,10.0.0.219,192.168.2.167,514,1024,TCP,2598,4,normal
